Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
OTA,Chrome 88.0.4324.182,,,2021-02-24 13:39:05,2021-02-24 13:46:04,6m - 59.137s,ERROR
,,,,,,,
Test Cases/Login before use a service/09_Normal OTA (login before),Chrome 88.0.4324.182,,,2021-02-24 13:39:07,2021-02-24 13:41:11,2m - 4.345s,ERROR
"openBrowser("""")",Chrome 88.0.4324.182,,,2021-02-24 13:39:08,2021-02-24 13:39:10,2.164s,PASSED
"navigateToUrl(""https://uat.bluuu.co/"")",Chrome 88.0.4324.182,,,2021-02-24 13:39:10,2021-02-24 13:39:15,5.059s,PASSED
maximizeWindow(),Chrome 88.0.4324.182,,,2021-02-24 13:39:15,2021-02-24 13:39:15,0.224s,PASSED
"click(findTestObject(""Object Repository/Used/zElement-Bluuu/img_TH_avatar_Not-Login""))",Chrome 88.0.4324.182,,,2021-02-24 13:39:15,2021-02-24 13:39:16,0.655s,PASSED
"click(findTestObject(""Object Repository/Used/zElement-Bluuu/button_ Facebook_Login""))",Chrome 88.0.4324.182,,,2021-02-24 13:39:16,2021-02-24 13:39:16,0.570s,PASSED
"switchToWindowTitle(""Facebook"")",Chrome 88.0.4324.182,,,2021-02-24 13:39:16,2021-02-24 13:39:18,1.397s,PASSED
"setText(findTestObject(""Object Repository/Used/001/Page-Facebook/input__email""), ""qmkecjunto_1612852822@tfbnw.net"")",Chrome 88.0.4324.182,,,2021-02-24 13:39:18,2021-02-24 13:39:19,0.824s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Used/001/Page-Facebook/input__pass""), ""gOP7IdE590r7JITAEPMRJQ=="")",Chrome 88.0.4324.182,,,2021-02-24 13:39:19,2021-02-24 13:39:19,0.705s,PASSED
"click(findTestObject(""Object Repository/Used/001/Page-Facebook/label__loginbutton""))",Chrome 88.0.4324.182,,,2021-02-24 13:39:19,2021-02-24 13:39:20,0.370s,PASSED
delay(7),Chrome 88.0.4324.182,รอให้หน้าเพจโหลดก่อน,,2021-02-24 13:39:20,2021-02-24 13:39:27,7.042s,PASSED
"switchToWindowTitle(""Bluuu - จ้างแม่บ้าน ผู้เชี่ยวชาญเรื่องบ้านที่คุณไว้วางใจได้มากที่สุด"")",Chrome 88.0.4324.182,,,2021-02-24 13:39:27,2021-02-24 13:39:27,0.036s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/a_OneTimeService""))",Chrome 88.0.4324.182,จอง one time,,2021-02-24 13:39:27,2021-02-24 13:39:27,0.379s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/svg_NextMonth""))",Chrome 88.0.4324.182,เลื่อนเดือน,,2021-02-24 13:39:27,2021-02-24 13:39:28,1.210s,PASSED
"click(findTestObject(""By Case/Date/Page_Bluuu/span_M3D4""))",Chrome 88.0.4324.182,วันที่ 22 เดือน 3,,2021-02-24 13:39:28,2021-02-24 13:39:32,3.256s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_StartTime""))",Chrome 88.0.4324.182,เวลาเริ่มงาน,,2021-02-24 13:39:32,2021-02-24 13:39:35,3.038s,PASSED
"click(findTestObject(""Used/Page_Bluuu/li_0630""))",Chrome 88.0.4324.182,,,2021-02-24 13:39:35,2021-02-24 13:39:38,3.141s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_RoomType""))",Chrome 88.0.4324.182,place,,2021-02-24 13:39:38,2021-02-24 13:39:41,2.972s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/li_Condo2Bedroom""))",Chrome 88.0.4324.182,condo 2 bedroom,,2021-02-24 13:39:41,2021-02-24 13:39:44,3.267s,PASSED
"setText(findTestObject(""Used/zElement-Bluuu/input_Location""), ""paragon"")",Chrome 88.0.4324.182,,,2021-02-24 13:39:44,2021-02-24 13:39:51,6.690s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_Paragon Cineplex""))",Chrome 88.0.4324.182,,,2021-02-24 13:39:51,2021-02-24 13:39:54,2.992s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_Duration""))",Chrome 88.0.4324.182,กำหนด duration,,2021-02-24 13:39:54,2021-02-24 13:39:57,3.012s,PASSED
delay(1),Chrome 88.0.4324.182,,,2021-02-24 13:39:57,2021-02-24 13:39:58,1.003s,PASSED
"click(findTestObject(""Used/Page_Bluuu/li_3 hours""))",Chrome 88.0.4324.182,,,2021-02-24 13:39:58,2021-02-24 13:40:01,2.966s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_arrow-down_CleanType""))",Chrome 88.0.4324.182,,,2021-02-24 13:40:01,2021-02-24 13:40:04,2.954s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/li_Clean-and-Laundry""))",Chrome 88.0.4324.182,cleaning and laundry,,2021-02-24 13:40:04,2021-02-24 13:40:07,2.964s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/label_IgotCat""))",Chrome 88.0.4324.182,I got cat,,2021-02-24 13:40:07,2021-02-24 13:40:10,3.020s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/label_IgotDog""))",Chrome 88.0.4324.182,I got dog,,2021-02-24 13:40:10,2021-02-24 13:40:13,3.198s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/span_I Accept""))",Chrome 88.0.4324.182,ฉันยอมรับ,,2021-02-24 13:40:13,2021-02-24 13:40:13,0.373s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_BookNow""))",Chrome 88.0.4324.182,,,2021-02-24 13:40:13,2021-02-24 13:40:14,0.509s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_ConfirmBookNow""))",Chrome 88.0.4324.182,,,2021-02-24 13:40:14,2021-02-24 13:40:15,1.121s,PASSED
"click(findTestObject(""Used/Page-Payment/a_ClckPromptPay""))",Chrome 88.0.4324.182,Promptpay click,,2021-02-24 13:40:15,2021-02-24 13:40:19,3.759s,PASSED
"setText(findTestObject(""Used/Page-Payment/input_TxtPromptPayName""), ""test"")",Chrome 88.0.4324.182,ใส่ชื่อนามสกุล,,2021-02-24 13:40:19,2021-02-24 13:40:19,0.834s,PASSED
"click(findTestObject(""Used/Page-Payment/input_BtnPromptPaySubmit""))",Chrome 88.0.4324.182,,,2021-02-24 13:40:19,2021-02-24 13:40:20,0.379s,PASSED
"waitForElementClickable(findTestObject(""Used/zElement-Bluuu/button_MyPayment""), 360)",Chrome 88.0.4324.182,,,2021-02-24 13:40:20,2021-02-24 13:41:04,44.320s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_MyPayment""))",Chrome 88.0.4324.182,button click หลังจากนี้คงรอแหละ,,2021-02-24 13:41:04,2021-02-24 13:41:04,0.380s,PASSED
"get_dura = getText(findTestObject(""Object Repository/Used/zElement-Bluuu/Page_Bluuu/dura""))",Chrome 88.0.4324.182,,,2021-02-24 13:41:04,2021-02-24 13:41:08,3.443s,PASSED
"get_start = getText(findTestObject(""Object Repository/Used/zElement-Bluuu/Page_Bluuu/start""))",Chrome 88.0.4324.182,,,2021-02-24 13:41:08,2021-02-24 13:41:11,3.126s,PASSED
"if (get_dura == ""ครั้งเดียว: 3 ชม."")",Chrome 88.0.4324.182,,,2021-02-24 13:41:11,2021-02-24 13:41:11,0.000s,PASSED
"if (get_start == ""4 มี.ค. 2021, 06:30"")",Chrome 88.0.4324.182,,,2021-02-24 13:41:11,2021-02-24 13:41:11,0.000s,PASSED
if (a + b == 2),Chrome 88.0.4324.182,,,2021-02-24 13:41:11,2021-02-24 13:41:11,0.001s,PASSED
,,,,,,,
Test Cases/Login before use a service/10_OTA with Promotion (login before),Chrome 88.0.4324.182,,,2021-02-24 13:41:11,2021-02-24 13:43:19,2m - 8.281s,PASSED
"openBrowser("""")",Chrome 88.0.4324.182,,,2021-02-24 13:41:12,2021-02-24 13:41:13,1.837s,PASSED
"navigateToUrl(""https://uat.bluuu.co/"")",Chrome 88.0.4324.182,,,2021-02-24 13:41:13,2021-02-24 13:41:17,3.251s,PASSED
maximizeWindow(),Chrome 88.0.4324.182,,,2021-02-24 13:41:17,2021-02-24 13:41:17,0.277s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/img_TH_avatar_Not-Login""))",Chrome 88.0.4324.182,,,2021-02-24 13:41:17,2021-02-24 13:41:18,0.557s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_ Facebook_Login""))",Chrome 88.0.4324.182,,,2021-02-24 13:41:18,2021-02-24 13:41:18,0.568s,PASSED
"switchToWindowTitle(""Facebook"")",Chrome 88.0.4324.182,,,2021-02-24 13:41:18,2021-02-24 13:41:20,1.604s,PASSED
"setText(findTestObject(""Used/Page-Facebook/input__email""), ""qmkecjunto_1612852822@tfbnw.net"")",Chrome 88.0.4324.182,,,2021-02-24 13:41:20,2021-02-24 13:41:21,0.798s,PASSED
"setEncryptedText(findTestObject(""Used/Page-Facebook/input__pass""), ""gOP7IdE590r7JITAEPMRJQ=="")",Chrome 88.0.4324.182,,,2021-02-24 13:41:21,2021-02-24 13:41:21,0.664s,PASSED
