Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
OTM,Chrome 88.0.4324.182,,,2021-02-24 13:29:07,2021-02-24 13:33:34,4m - 26.553s,FAILED
,,,,,,,
Test Cases/Login before use a service/11_Normal OTM (login before),Chrome 88.0.4324.182,,,2021-02-24 13:29:09,2021-02-24 13:30:15,1m - 5.580s,FAILED
"openBrowser("""")",Chrome 88.0.4324.182,,,2021-02-24 13:29:11,2021-02-24 13:29:15,4.599s,PASSED
"navigateToUrl(""https://uat.bluuu.co/"")",Chrome 88.0.4324.182,,,2021-02-24 13:29:15,2021-02-24 13:29:21,5.768s,PASSED
maximizeWindow(),Chrome 88.0.4324.182,,,2021-02-24 13:29:21,2021-02-24 13:29:21,0.179s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/img_TH_avatar_Not-Login""))",Chrome 88.0.4324.182,,,2021-02-24 13:29:21,2021-02-24 13:29:22,0.929s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_ Facebook_Login""))",Chrome 88.0.4324.182,,,2021-02-24 13:29:22,2021-02-24 13:29:23,0.595s,PASSED
"switchToWindowTitle(""Facebook"")",Chrome 88.0.4324.182,,,2021-02-24 13:29:23,2021-02-24 13:29:25,1.882s,PASSED
"setText(findTestObject(""Used/Page-Facebook/input__email""), ""qmkecjunto_1612852822@tfbnw.net"")",Chrome 88.0.4324.182,,,2021-02-24 13:29:25,2021-02-24 13:29:26,0.986s,PASSED
"setEncryptedText(findTestObject(""Used/Page-Facebook/input__pass""), ""gOP7IdE590r7JITAEPMRJQ=="")",Chrome 88.0.4324.182,,,2021-02-24 13:29:26,2021-02-24 13:29:26,0.642s,PASSED
"click(findTestObject(""Used/Page-Facebook/label__loginbutton""))",Chrome 88.0.4324.182,,,2021-02-24 13:29:26,2021-02-24 13:29:27,0.412s,PASSED
delay(7),Chrome 88.0.4324.182,รอให้หน้าเพจโหลดก่อน,,2021-02-24 13:29:27,2021-02-24 13:29:34,7.039s,PASSED
"switchToWindowTitle(""Bluuu - จ้างแม่บ้าน ผู้เชี่ยวชาญเรื่องบ้านที่คุณไว้วางใจได้มากที่สุด"")",Chrome 88.0.4324.182,,,2021-02-24 13:29:34,2021-02-24 13:29:34,0.033s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/a_OneTimeService""))",Chrome 88.0.4324.182,จอง one time,,2021-02-24 13:29:34,2021-02-24 13:29:34,0.440s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_RoomType""))",Chrome 88.0.4324.182,place,,2021-02-24 13:29:34,2021-02-24 13:29:38,3.862s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/li_Condo2Bedroom""))",Chrome 88.0.4324.182,condo 2 bedroom,,2021-02-24 13:29:38,2021-02-24 13:29:41,3.250s,PASSED
"setText(findTestObject(""Used/zElement-Bluuu/input_Location""), ""paragon"")",Chrome 88.0.4324.182,,,2021-02-24 13:29:41,2021-02-24 13:29:48,6.729s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_Paragon Cineplex""))",Chrome 88.0.4324.182,,,2021-02-24 13:29:48,2021-02-24 13:29:51,3.204s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_arrow-down_CleanType""))",Chrome 88.0.4324.182,,,2021-02-24 13:29:51,2021-02-24 13:29:52,0.380s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/li_Clean-and-Laundry""))",Chrome 88.0.4324.182,cleaning and laundry,,2021-02-24 13:29:52,2021-02-24 13:29:52,0.394s,PASSED
