Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
otm,Chrome 88.0.4324.182,,,2021-02-23 10:04:17,2021-02-23 10:04:47,30.707s,FAILED
,,,,,,,
Test Cases/Login before use a service/11_Normal OTM (login before),Chrome 88.0.4324.182,,,2021-02-23 10:04:19,2021-02-23 10:04:36,17.354s,FAILED
"openBrowser("""")",Chrome 88.0.4324.182,,,2021-02-23 10:04:21,2021-02-23 10:04:25,4.025s,PASSED
"navigateToUrl(""https://uat.bluuu.co/"")",Chrome 88.0.4324.182,,,2021-02-23 10:04:25,2021-02-23 10:04:34,9.445s,PASSED
maximizeWindow(),Chrome 88.0.4324.182,,,2021-02-23 10:04:34,2021-02-23 10:04:34,0.178s,PASSED
"click(findTestObject(""Object Repository/zElement-Bluuu/img_TH_avatar_Not-Login""))",Chrome 88.0.4324.182,,,2021-02-23 10:04:34,2021-02-23 10:04:36,2.303s,FAILED
,,,,,,,
Test Cases/Login before use a service/12_OTM with Promotion (login before),Chrome 88.0.4324.182,,,2021-02-23 10:04:37,2021-02-23 10:04:47,10.851s,FAILED
"openBrowser("""")",Chrome 88.0.4324.182,,,2021-02-23 10:04:37,2021-02-23 10:04:39,2.208s,PASSED
"navigateToUrl(""https://uat.bluuu.co/"")",Chrome 88.0.4324.182,,,2021-02-23 10:04:39,2021-02-23 10:04:46,6.141s,PASSED
maximizeWindow(),Chrome 88.0.4324.182,,,2021-02-23 10:04:46,2021-02-23 10:04:46,0.281s,PASSED
"click(findTestObject(""Object Repository/zElement-Bluuu/img_TH_avatar_Not-Login""))",Chrome 88.0.4324.182,,,2021-02-23 10:04:46,2021-02-23 10:04:47,1.449s,FAILED
