Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ota,Chrome 88.0.4324.182,,,2021-02-23 10:49:04,2021-02-23 10:51:00,1m - 56.078s,FAILED
,,,,,,,
Test Cases/Login before use a service/09_Normal OTA (login before),Chrome 88.0.4324.182,,,2021-02-23 10:49:06,2021-02-23 10:50:50,1m - 43.887s,FAILED
"openBrowser("""")",Chrome 88.0.4324.182,,,2021-02-23 10:49:07,2021-02-23 10:49:12,4.932s,PASSED
"navigateToUrl(""https://uat.bluuu.co/"")",Chrome 88.0.4324.182,,,2021-02-23 10:49:12,2021-02-23 10:49:52,39.118s,PASSED
maximizeWindow(),Chrome 88.0.4324.182,,,2021-02-23 10:49:52,2021-02-23 10:49:52,0.208s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/img_TH_avatar_Not-Login""))",Chrome 88.0.4324.182,,,2021-02-23 10:49:52,2021-02-23 10:49:53,0.897s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_ Facebook_Login""))",Chrome 88.0.4324.182,,,2021-02-23 10:49:53,2021-02-23 10:49:53,0.560s,PASSED
"switchToWindowTitle(""Facebook"")",Chrome 88.0.4324.182,,,2021-02-23 10:49:53,2021-02-23 10:49:55,2.197s,PASSED
"setText(findTestObject(""Used/Page-Facebook/input__email""), ""qmkecjunto_1612852822@tfbnw.net"")",Chrome 88.0.4324.182,,,2021-02-23 10:49:55,2021-02-23 10:49:57,1.447s,PASSED
"setEncryptedText(findTestObject(""Used/Page-Facebook/input__pass""), ""gOP7IdE590r7JITAEPMRJQ=="")",Chrome 88.0.4324.182,,,2021-02-23 10:49:57,2021-02-23 10:49:57,0.610s,PASSED
"click(findTestObject(""Used/Page-Facebook/label__loginbutton""))",Chrome 88.0.4324.182,,,2021-02-23 10:49:57,2021-02-23 10:49:58,0.406s,PASSED
delay(7),Chrome 88.0.4324.182,รอให้หน้าเพจโหลดก่อน,,2021-02-23 10:49:58,2021-02-23 10:50:05,7.055s,PASSED
"switchToWindowTitle(""Bluuu - จ้างแม่บ้าน ผู้เชี่ยวชาญเรื่องบ้านที่คุณไว้วางใจได้มากที่สุด"")",Chrome 88.0.4324.182,,,2021-02-23 10:50:05,2021-02-23 10:50:05,0.076s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/a_OneTimeService""))",Chrome 88.0.4324.182,จอง one time,,2021-02-23 10:50:05,2021-02-23 10:50:05,0.424s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/svg_NextMonth""))",Chrome 88.0.4324.182,เลื่อนเดือน,,2021-02-23 10:50:05,2021-02-23 10:50:07,1.355s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/span_M3D22""))",Chrome 88.0.4324.182,วันที่ 22 เดือน 3,,2021-02-23 10:50:07,2021-02-23 10:50:09,1.777s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_StartTime""))",Chrome 88.0.4324.182,เวลาเริ่มงาน,,2021-02-23 10:50:09,2021-02-23 10:50:09,0.455s,PASSED
"click(findTestObject(""Used/Page_Bluuu/li_0630""))",Chrome 88.0.4324.182,,,2021-02-23 10:50:09,2021-02-23 10:50:09,0.409s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_RoomType""))",Chrome 88.0.4324.182,place,,2021-02-23 10:50:09,2021-02-23 10:50:10,0.451s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/li_Condo2Bedroom""))",Chrome 88.0.4324.182,condo 2 bedroom,,2021-02-23 10:50:10,2021-02-23 10:50:11,0.792s,PASSED
"setText(findTestObject(""Used/zElement-Bluuu/input_Location""), ""paragon"")",Chrome 88.0.4324.182,,,2021-02-23 10:50:11,2021-02-23 10:50:11,0.786s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_Paragon Cineplex""))",Chrome 88.0.4324.182,,,2021-02-23 10:50:11,2021-02-23 10:50:12,0.523s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_Duration""))",Chrome 88.0.4324.182,กำหนด duration,,2021-02-23 10:50:12,2021-02-23 10:50:12,0.370s,PASSED
